selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
03-1-132937, -527185.14718633, -1026981.45645625, -1298438.93529158, 4.91, 3.76, 1.45
03-1-132985, -560673.27596861, -993574.56344231, -1310348.74155511, 4.23, 3.99, 0.98
03-1-133009, -573637.46589046, -1005285.81226464, -1295723.44788006, 10.46, 9.01, 1.33
03-1-133016, -580887.99543888, -994269.84024895, -1300982.46780129, 5.18, 4.55, 2.16
03-1-133057, -655330.28276056, -962914.88195325, -1289145.41872122, 4.17, 3.87, 0.91
03-1-133099, -672016.00889214, -966472.33295034, -1277843.68114187, 9.30, 6.93, 1.01
03-1-133105, -694112.42952190, -932649.28631057, -1291097.20932530, 5.12, 4.96, 0.32
03-1-133136, -696478.48167365, -924056.81326778, -1295992.08732884, 7.83, 6.51, 0.99
03-1-133206, -741456.98204727, -893596.87700262, -1292395.03449391, 9.33, 5.25, 0.26
03-1-133218, -746863.12826341, -877995.77768445, -1299952.93838233, 4.87, 4.51, 1.15
03-1-133264, -809687.33286086, -830819.09356024, -1293330.89995577, 8.73, 7.97, 1.14
03-1-133269, -792751.14951948, -838662.61317214, -1298749.16600659, 4.29, 3.83, 0.88
03-1-133350, -858589.01074056, -773104.15220913, -1297572.21011879, 6.03, 4.33, 1.28
03-1-133357, -848286.98889975, -781078.83216961, -1299570.62232106, 5.35, 4.61, 2.39
03-1-133450, -916524.98332330, -727679.75545691, -1284142.86138357, 8.06, 7.50, 2.22
03-1-133545, -922861.91432743, -688757.42391254, -1300960.35992234, 5.13, 4.90, 0.98
03-1-133590, -963389.17341567, -651209.59769360, -1290878.04242586, 5.04, 3.51, 1.32
03-1-133637, -958998.25614352, -639693.25062582, -1299874.47463878, 6.04, 5.29, 0.28
03-1-133647, -964998.36756695, -637048.57235548, -1296728.97208822, 7.00, 6.76, 0.43
03-1-133650, -975996.14520317, -631424.38633538, -1291237.20860636, 7.43, 5.66, 0.00
03-1-133651, -973064.61236388, -625056.18090176, -1296537.23081200, 6.90, 6.77, 1.59
03-1-133675, -980248.01436664, -614360.21898347, -1296238.44706938, 6.86, 6.31, 0.75
03-1-133719, -976322.51934426, -600872.53955195, -1305490.44019238, 5.18, 4.93, 0.70
03-1-133787, -1015248.59852893, -572436.76958904, -1288466.21531475, 7.22, 6.98, 1.12
03-1-133823, -1018169.75269649, -564496.86808365, -1289663.67732744, 6.37, 5.24, 2.92
03-1-133901, -1014548.96402077, -547420.91771958, -1299838.25857198, 6.19, 5.89, 0.09
03-1-133913, -1031252.68787372, -518553.31444534, -1298529.59682519, 12.13, 9.51, 0.10
03-1-133990, -1035670.62963769, -504079.07465018, -1300711.11066435, 4.32, 3.83, 0.86
03-1-134244, -1055495.36155979, -434871.39278613, -1309723.31943126, 4.41, 3.78, 2.07
03-1-134364, -1084741.91788911, -379446.18686239, -1303040.41489505, 8.85, 7.47, 1.48
03-1-134484, -1118298.21981903, -288129.02075346, -1298056.05385486, 5.48, 4.08, 0.07
03-1-134594, -1134677.76833800, -243833.88988118, -1292907.63637041, 4.13, 4.08, 2.21
03-1-134768, -1147042.45405025, -168378.26523653, -1294025.16528942, 4.69, 4.14, 1.21
03-1-134889, -1156513.53961319, -87161.68339146, -1293614.32955875, 4.39, 3.68, 1.69
03-1-134894, -1164211.68833911, -84064.46645448, -1286896.68202787, 6.31, 4.57, 1.85
03-1-134913, -1169510.37787644, -6715.55822307, -1284818.71768630, 7.93, 5.47, 1.15
03-1-134967, -1140277.12059385, -119707.10647174, -1305372.38246807, 15.60, 12.51, 0.84
03-1-135006, -1117646.36937115, -181119.30511648, -1317809.22380503, 6.03, 5.79, 2.95
03-1-135028, -1110851.32649586, -195453.28052116, -1321501.45877933, 4.30, 4.02, 0.36
03-1-135122, -1108499.96998659, -257283.08966766, -1312856.42334217, 5.62, 4.42, 1.09
03-1-135132, -1109420.66979957, -275211.51489370, -1308435.38605901, 5.95, 4.75, 0.21
03-1-135148, -1101550.49092420, -264601.21576541, -1317243.89258790, 4.71, 4.18, 0.94
03-1-135174, -1084196.20454434, -258551.94136716, -1332752.13136837, 5.14, 4.89, 0.43
03-1-135231, -1096031.73251395, -339886.50083440, -1304511.54378680, 7.54, 6.72, 2.59
03-1-135261, -1077625.07380041, -321561.20522432, -1324341.85602183, 4.29, 4.04, 0.37
03-1-135462, -1038636.44200049, -472392.84129978, -1310205.36742806, 7.07, 5.64, 2.96
03-1-135593, -997849.06722232, -555623.79887803, -1309251.00464498, 5.02, 4.81, 2.78
03-1-135798, -963476.16422503, -625449.68824850, -1303489.59659833, 4.83, 4.80, 0.25
03-1-135960, -903826.12259977, -688755.38454263, -1314257.63089654, 4.97, 4.50, 0.83
03-1-136018, -900341.41941091, -675086.72192561, -1323707.67406285, 6.00, 5.48, 1.70
03-1-136162, -843544.80785472, -767297.63405143, -1310818.54500171, 13.49, 10.55, 1.20
03-1-136183, -825120.40702890, -772782.56149871, -1319296.09510070, 5.65, 5.03, 0.81
03-1-136201, -832210.12524507, -785470.10957484, -1307295.59564931, 6.38, 5.96, 1.63
03-1-136231, -795716.83638282, -788968.25032762, -1327750.94662812, 7.74, 6.08, 1.42
03-1-136248, -796792.45134461, -807883.35091101, -1315676.64750920, 5.28, 5.06, 1.43
03-1-136260, -790569.43920627, -822269.69201243, -1310508.02187200, 6.27, 4.69, 1.05
03-1-136498, -609496.99361631, -941490.22601775, -1326901.77823595, 4.35, 3.64, 1.49
03-1-136501, -594139.55975711, -956905.99931519, -1322833.26689580, 4.38, 3.96, 2.35
03-1-136571, -539542.36463659, -996490.49948117, -1316988.79312093, 5.90, 3.51, 2.15
03-1-136703, -462205.03019955, -1031098.88871512, -1319757.68675492, 11.43, 8.71, 1.70
03-1-136857, -388110.11978747, -1076896.70851472, -1306989.96710332, 5.02, 3.50, 1.64
03-1-136871, -389307.49660353, -1056626.93456348, -1323078.96750091, 5.49, 4.49, 1.66
03-1-137398, -37242.71070135, -1133412.67767584, -1316262.67993258, 9.99, 7.31, 2.17
03-1-137531, -72543.87599906, -1119377.97209167, -1326758.87095243, 4.54, 4.04, 1.77
03-1-137700, -202055.96883016, -1098971.78511808, -1330410.89929934, 4.51, 4.38, 2.08
03-1-137711, -209335.70763655, -1103864.50421256, -1325224.68957074, 6.06, 2.92, 1.29
03-1-137846, -297386.88301256, -1077159.19861343, -1330356.29162061, 5.78, 5.50, 2.19
03-1-138224, -517284.94487121, -974758.62023253, -1341946.60031313, 5.87, 5.59, 0.64
03-1-138266, -577950.18468108, -942501.16231105, -1340232.77943402, 5.03, 4.32, 1.34
03-1-138337, -678741.88363710, -863736.20727976, -1346041.59654549, 5.21, 4.73, 2.04
03-1-138470, -759930.38886871, -794444.08672887, -1345333.84597853, 5.86, 4.95, 1.89
03-1-138637, -868498.98110593, -690365.17583850, -1337035.60304407, 7.24, 7.16, 1.40
03-1-138700, -899259.63993319, -657845.28608802, -1333090.55939910, 5.23, 4.08, 1.58
03-1-139053, -1001630.33288597, -464941.32065865, -1341314.65532400, 5.17, 4.12, 1.92
03-1-139173, -1032934.68287120, -434990.88071768, -1327549.48480809, 5.42, 4.68, 0.09
03-1-139241, -1039946.08208595, -401594.62247184, -1332588.70832518, 7.74, 4.56, 2.79
03-1-139332, -1055993.85014924, -327692.74142745, -1340169.09965226, 5.63, 4.80, 2.76
03-1-139387, -1067194.05585800, -291350.74188680, -1339690.39421180, 4.76, 4.14, 1.97
03-1-139669, -1092258.27563854, -142828.94519252, -1343551.45480712, 5.09, 3.27, 1.85
03-1-139677, -1113177.88380079, -141910.26899222, -1326369.19240887, 6.59, 5.48, 2.70
03-1-139682, -1107639.12818288, -128706.79191307, -1332339.62766020, 7.43, 6.55, 0.47
03-1-139728, -1099304.84387256, -103760.04129838, -1341387.89098012, 4.47, 4.39, 0.71
03-1-140193, -1043945.66079589, -265690.96408151, -1363137.75126026, 7.31, 6.44, 2.17
03-1-140411, -1008689.62742180, -414146.29359629, -1352622.21001731, 5.60, 5.26, 1.20
03-1-140510, -970341.07102744, -472386.77418502, -1361560.75936860, 4.39, 3.90, 1.62
03-1-141014, -802633.20309505, -740674.54022445, -1351199.44003566, 4.56, 4.46, 2.22
03-1-141098, -729626.71478639, -783552.24428953, -1368301.68367172, 7.49, 5.27, 2.16
03-1-141126, -703519.99289196, -822523.50482606, -1359070.80890215, 7.39, 7.21, 0.01
03-1-141137, -701968.30986409, -835506.56728901, -1351934.92001778, 4.65, 4.51, 1.45
03-1-141157, -689161.36711161, -818579.39970438, -1368774.31903893, 9.28, 7.02, 2.37
03-1-141218, -659932.12059905, -868232.14476876, -1352487.07904803, 4.50, 4.16, 1.97
03-1-141226, -646803.01648239, -876821.58113621, -1353288.04499378, 4.42, 4.34, 3.05
03-1-141271, -623953.49300652, -888982.81797722, -1356079.03453532, 4.38, 3.94, 0.69
03-1-141282, -619254.11627246, -890359.73768654, -1357329.22940102, 6.19, 5.94, 2.28
03-1-141307, -616035.60050857, -899225.88096091, -1352941.87381281, 6.55, 4.53, 2.21
03-1-141552, -406183.48637929, -1002617.76658476, -1359533.50437618, 8.32, 5.51, 2.01
03-1-141606, -367747.52525473, -1024261.69526254, -1354329.53792160, 7.84, 7.00, 2.83
03-1-141709, -240481.22540815, -1056604.00344368, -1358055.78682652, 5.97, 4.88, 1.57
03-1-141716, -245180.41475212, -1065130.70749561, -1350533.93151445, 4.72, 4.50, 0.81
03-1-141774, -190326.17049197, -1047089.50134494, -1373294.68250593, 5.32, 4.79, 1.48
03-1-141823, -165980.55697257, -1083170.50591311, -1348239.91552951, 9.82, 9.01, 2.21
03-1-141859, -129445.61694470, -1082189.76056101, -1353021.77158784, 5.21, 5.07, 1.56
03-1-141995, -7303.23828948, -1059336.96575535, -1377065.94457010, 5.18, 4.97, 1.80
03-1-142086, -36037.22675485, -1056284.77230015, -1378957.05447800, 5.35, 4.70, 1.50
03-1-142180, -105514.25098827, -1044935.60745288, -1384028.56874974, 7.03, 6.72, 1.30
03-1-142227, -128034.23513278, -1062058.60341151, -1369013.33724459, 5.30, 4.95, 0.67
03-1-142424, -337073.56613721, -993328.43995769, -1385004.97521950, 4.37, 3.82, 1.00
03-1-142427, -331453.42030739, -989347.23625965, -1389204.60561860, 8.48, 7.60, 2.64
03-1-142432, -338297.61121112, -1006742.01366163, -1374985.09234732, 6.52, 5.90, 2.39
03-1-142511, -437279.63001510, -967026.63842545, -1375574.34032096, 6.18, 5.76, 0.72
03-1-142621, -508487.88647827, -933407.85107597, -1374317.50802156, 5.21, 3.95, 2.35
03-1-142678, -560654.50559202, -888996.12952793, -1383441.78303380, 4.75, 4.44, 1.52
03-1-142718, -598103.54994070, -871385.92644556, -1378955.20983857, 6.79, 6.11, 0.40
03-1-142739, -621149.03196039, -846644.48425549, -1384169.69963022, 5.31, 3.79, 0.89
03-1-142863, -715935.81448446, -785838.28790898, -1374209.90201452, 5.14, 4.45, 1.03
03-1-143038, -787807.82442221, -727885.15607812, -1366784.83725138, 4.43, 4.31, 1.34
03-1-143055, -780100.05755742, -722431.15622441, -1374080.01394212, 4.41, 4.19, 1.77
03-1-143107, -794036.42646782, -684161.41004439, -1385636.34422899, 5.39, 5.10, 2.77
03-1-143193, -853166.59403886, -609569.38536466, -1385312.48721806, 6.18, 5.61, 0.39
03-1-143404, -942077.71944096, -483081.85683398, -1377563.15649438, 4.83, 4.28, 1.86
03-1-143427, -957529.03860340, -457374.54998886, -1375683.61960653, 4.34, 4.06, 0.88
03-1-143568, -980417.64913157, -402798.39994255, -1376623.92913789, 5.10, 4.33, 2.45
03-1-143882, -1055715.80052039, -183454.55210006, -1367613.73780953, 4.96, 4.14, 1.07
03-1-144030, -1066239.28921631, -118994.94379112, -1366577.01630155, 5.83, 5.42, 0.92
03-1-144040, -1045993.04369104, -74390.54271209, -1385252.09247449, 4.48, 4.32, 0.31
03-1-144210, -1021138.14346852, -51567.81644987, -1404697.97901907, 6.75, 4.19, 0.61
03-1-144286, -1023454.69491842, -121133.84572256, -1398722.93141633, 5.61, 5.27, 0.58
03-1-144289, -1020671.58352326, -127999.79879158, -1400144.39615971, 6.76, 6.21, 2.65
03-1-144433, -993736.71566415, -251380.22972103, -1402802.22413797, 5.30, 4.68, 0.11
03-1-144479, -988100.95219233, -248908.94045511, -1407216.97248083, 5.03, 3.88, 0.94
03-1-144519, -983910.17457754, -265405.65038869, -1407138.71707965, 4.97, 4.28, 2.17
03-1-144742, -931780.28394841, -388377.97170292, -1414039.18387750, 6.81, 5.73, 0.46
03-1-144831, -949562.47051881, -430201.20797620, -1389898.12405012, 7.37, 7.02, 2.99
03-1-144900, -919141.07206272, -438506.26503263, -1407640.11919756, 5.50, 5.15, 0.83
03-1-145244, -828198.08987333, -619999.77864939, -1395796.17366035, 5.96, 5.51, 1.23
03-1-145362, -788800.65167899, -659375.99026368, -1400562.59959153, 7.08, 3.43, 0.64
03-1-145436, -765437.70395939, -688381.17502869, -1399569.66215458, 4.40, 4.03, 0.97
03-1-145476, -759703.76134447, -701353.66825515, -1396249.25676761, 4.66, 3.93, 1.56
03-1-145624, -726169.87328664, -750344.32513049, -1388603.42390307, 5.87, 5.70, 0.21
03-1-145668, -699236.83682022, -753628.23257872, -1400596.69180458, 6.41, 4.84, 2.18
03-1-145687, -690327.04726774, -759218.34983076, -1401996.72791732, 7.26, 6.95, 2.70
03-1-145763, -668596.26718392, -770760.68278359, -1406223.93713900, 6.03, 5.49, 1.05
03-1-145860, -653501.76127544, -803703.74220601, -1394831.35280720, 4.72, 4.50, 1.40
03-1-145983, -553665.53608218, -848705.88444462, -1411280.11247375, 4.71, 3.90, 1.66
03-1-146094, -521431.38342950, -904494.05993981, -1388725.51928320, 5.72, 3.87, 2.05
03-1-146163, -486697.87561904, -916889.22552514, -1393197.07363453, 4.57, 4.26, 1.63
03-1-146289, -356456.42772525, -959148.49992231, -1404112.43503864, 4.53, 3.92, 1.77
03-1-146305, -349650.85988108, -966532.27476744, -1400756.36640256, 10.30, 9.71, 1.07
03-1-146317, -338617.78136177, -969978.74108866, -1401084.57988149, 6.36, 6.22, 2.20
03-1-146408, -251654.09682130, -989009.03271350, -1406090.36294406, 5.79, 4.21, 1.06
03-1-146565, -135724.86522153, -1031071.76218177, -1391771.72775997, 5.28, 5.03, 0.38
03-1-146851, -12617.94421367, -1031268.01189749, -1398172.31953748, 4.98, 4.20, 2.19
03-1-147256, -203329.54825560, -989141.89972808, -1413794.24139742, 4.98, 4.61, 1.92
03-1-147339, -208205.21023559, -988346.49050736, -1413640.88973563, 4.76, 4.49, 2.66
03-1-147366, -248948.49742561, -965322.58681184, -1422932.08166111, 9.74, 7.29, 1.56
03-1-147388, -274823.45982230, -965030.94869178, -1418360.35407027, 4.67, 3.81, 1.85
03-1-147477, -309117.53184495, -949392.20470402, -1421850.74925371, 5.16, 4.83, 0.04
03-1-147519, -340708.56996175, -945991.81262056, -1416889.52314903, 4.68, 3.94, 2.23
03-1-147696, -422919.60189953, -898424.27044994, -1425668.82570800, 5.09, 4.71, 0.50
03-1-147755, -496074.95811866, -885515.53324229, -1410081.78355519, 5.96, 3.91, 2.53
03-1-147809, -519823.91146592, -854489.71919228, -1420629.85357305, 4.26, 3.87, 2.09
03-1-147865, -551087.93693480, -836785.28335711, -1419384.10422334, 6.57, 5.20, 1.55
03-1-147901, -578352.31805724, -822149.33517401, -1417087.79786954, 4.71, 3.99, 0.85
03-1-147984, -588043.81835596, -788605.28895652, -1432084.11970915, 4.84, 4.60, 0.61
03-1-148040, -626449.08702552, -779591.23211335, -1420689.20323091, 5.03, 4.29, 2.51
03-1-148107, -641643.31462437, -770506.97781889, -1418862.78897230, 7.62, 6.83, 1.23
03-1-148178, -666389.35368346, -737016.24077600, -1425233.68263936, 4.70, 3.33, 1.78
03-1-148349, -741534.72104608, -667516.83599911, -1422359.40997374, 5.26, 4.74, 0.82
03-1-148618, -804417.53237759, -607802.57336239, -1414937.18073193, 5.98, 4.73, 3.13
03-1-148936, -924602.98955270, -396705.65574967, -1416436.61856308, 5.25, 5.04, 1.08
03-1-149066, -947880.85606535, -327955.28978280, -1418635.24931827, 4.67, 3.93, 1.45
03-1-149109, -967339.16316053, -310075.86619229, -1409491.63197976, 5.13, 4.44, 1.16
03-1-149209, -961908.98959831, -252711.01116733, -1424579.58730453, 4.74, 4.68, 2.50
03-1-149288, -976989.58533654, -193502.30841007, -1423589.46567608, 4.89, 4.09, 0.41
03-1-149385, -978311.40143851, -126487.53783030, -1430198.05082690, 5.10, 4.47, 1.13
03-1-149433, -984331.27467889, -75930.26350039, -1429645.16463834, 8.22, 4.75, 0.74
03-1-149558, -1018693.80701486, -3395.90873070, -1407412.57467505, 4.45, 4.02, 0.51
03-1-149598, -983586.02144802, -25120.50939636, -1431951.90506515, 4.78, 4.67, 2.05
03-1-149631, -961275.84174150, -21915.11715109, -1447075.41051751, 4.80, 4.69, 0.52
03-1-150297, -888622.72510304, -387085.14158656, -1441899.27026591, 4.69, 4.45, 1.94
03-1-150308, -903697.41108897, -404622.01687839, -1427645.18443777, 5.58, 5.17, 1.55
03-1-150385, -869060.54578500, -427442.41450596, -1442423.48498671, 5.95, 5.74, 0.31
03-1-150495, -849318.63102740, -456183.44863909, -1445376.51986515, 6.65, 6.40, 0.38
03-1-150545, -824628.77322255, -478770.79843822, -1452351.42749140, 5.56, 4.36, 1.72
03-1-150611, -840635.48749756, -515485.23723554, -1430442.48655860, 4.96, 4.87, 0.76
03-1-150681, -808200.00092978, -529496.00995550, -1443954.81021336, 4.45, 4.19, 1.13
03-1-151311, -675797.43435950, -714960.62568074, -1432022.30828969, 6.04, 4.33, 1.68
03-1-151434, -625519.34355621, -742696.54661843, -1440724.17571097, 5.19, 4.33, 1.81
03-1-151441, -645023.15596950, -754798.16686102, -1425757.20779044, 4.31, 4.12, 3.07
03-1-151493, -634545.31024130, -759715.67032796, -1427845.61823361, 6.47, 4.92, 2.97
03-1-151515, -608819.58910588, -781162.73833778, -1427474.07827728, 4.98, 4.06, 1.04
03-1-151554, -564347.82014346, -796113.83902897, -1437453.66993370, 4.75, 4.20, 1.59
03-1-151596, -571138.53296759, -808801.06191392, -1427655.55313827, 5.77, 5.49, 0.68
03-1-151714, -488229.12990467, -832033.31338345, -1444960.77529208, 6.07, 5.80, 1.74
03-1-151727, -483768.13595091, -847310.94642816, -1437564.36749858, 4.71, 4.46, 0.41
03-1-151762, -447275.36923902, -863250.38766975, -1439896.61860153, 6.84, 6.56, 0.42
03-1-151895, -357214.59576767, -923247.56255675, -1427785.14868434, 5.41, 5.03, 1.59
03-1-151930, -326948.79582079, -907787.21541211, -1444847.95616897, 5.99, 5.62, 1.02
03-1-151937, -352162.61333299, -889688.05714521, -1450170.82260803, 5.06, 4.41, 0.35
03-1-152068, -263132.99672930, -956145.62780430, -1426571.17749623, 5.79, 4.57, 2.38
03-1-152185, -224142.54086703, -954063.56777391, -1434601.54399059, 8.20, 6.41, 1.30
03-1-152296, -135642.34495780, -969565.31530346, -1435305.89548529, 6.47, 6.22, 0.62
03-1-152315, -122030.28305830, -976382.98672594, -1431902.10323501, 4.98, 4.14, 0.97
03-1-152338, -113783.83446061, -964093.67428463, -1440880.07350362, 4.28, 3.78, 0.94
03-1-152372, -78559.04868249, -981971.13185222, -1431125.40753037, 5.04, 4.86, 0.11
03-1-152439, -54989.82876907, -963056.21082350, -1445011.28491311, 4.38, 3.71, 0.78
03-1-152692, -89574.34289270, -951674.94671930, -1450810.11606694, 4.57, 3.43, 1.51
03-1-152722, -90038.03170750, -935422.96287661, -1461313.03743222, 5.46, 5.23, 0.13
03-1-152723, -95787.06915208, -939743.27161452, -1458172.20548140, 5.89, 3.63, 1.77
03-1-152907, -232279.14524804, -909873.93731309, -1461757.35909939, 4.82, 4.16, 0.17
03-1-152944, -263534.31053541, -915434.21060194, -1452958.57932366, 7.67, 6.10, 2.51
03-1-153026, -270792.08095838, -885168.40753308, -1470274.56592147, 5.08, 4.64, 0.31
03-1-153046, -295498.40440056, -878461.46706512, -1469539.01066917, 6.41, 3.82, 1.37
03-1-153078, -325034.69062587, -881566.25160148, -1461421.27873076, 5.52, 5.05, 0.23
03-1-153111, -332761.86081558, -893290.03878563, -1452536.13056369, 12.62, 8.72, 0.54
03-1-153117, -349576.05492076, -881624.34303241, -1455710.77470722, 7.63, 7.26, 1.86
03-1-153184, -408008.56331002, -858645.12780297, -1454240.80425696, 4.52, 3.86, 1.54
03-1-153200, -406659.79155812, -845089.86903877, -1462535.36271023, 5.34, 4.58, 1.75
03-1-153213, -426069.06178907, -863146.92722357, -1446375.22676887, 6.90, 6.63, 0.36
03-1-153293, -472398.47817116, -808413.10745739, -1463511.76473326, 6.25, 5.12, 1.64
03-1-153318, -529677.79655321, -789374.11247842, -1454265.69181406, 4.64, 4.07, 1.20
03-1-153428, -562881.84959400, -752310.19497982, -1461421.27873076, 5.42, 5.19, 0.52
03-1-153477, -577990.59792208, -757376.55731494, -1452882.09402671, 4.86, 4.23, 2.24
03-1-153617, -683375.03283864, -670192.30868540, -1449965.37678378, 4.55, 4.29, 0.80
03-1-153807, -751514.17062825, -577908.46349569, -1455955.70645710, 5.46, 4.61, 1.52
03-1-153945, -792314.21168430, -542935.51710913, -1447763.09326648, 4.74, 3.99, 0.31
03-1-153986, -766280.96860389, -528917.96804906, -1466839.46641422, 5.25, 5.05, 2.04
03-1-154075, -811681.48187604, -503538.45862213, -1451268.73895498, 4.44, 3.80, 1.35
03-1-154178, -809393.95770313, -459930.56984250, -1466936.96257133, 7.01, 5.63, 1.64
03-1-154250, -845163.08128550, -408458.61410679, -1461991.68485801, 6.69, 6.29, 1.51
03-1-154266, -834267.64811209, -396978.38514081, -1471381.80396678, 7.99, 7.09, 2.86
03-1-154414, -870884.20747513, -351241.37818892, -1461762.27595952, 4.21, 3.95, 1.34
03-1-154481, -885723.55413489, -324672.29936994, -1458986.10126091, 6.91, 5.51, 0.63
03-1-154578, -896872.40131766, -289647.32017457, -1459548.93226311, 5.41, 4.37, 0.70
03-1-154649, -895016.72450153, -277567.57521055, -1463031.12203886, 6.09, 5.80, 2.38
